source, source.label, ref_area
"DA:2522","ES - Icelandic Survey on Earnings, Wages and Labour cost","ISL"
"FE:16065","ADM-CA - Collective agreement between the Confedration of Employers and the Confederation of Labour","ISL"
"FJ:15963","ADM-PR - Population Register","ISL"
"FX:1280","ADM - Administrative records and related sources","ISL"
"FX:15964","ADM - Pay As You Earn records","ISL"
"EA:1277","OE - Official Estimates","ISL"
"EB:1281","Other - Other Official Sources","ISL"
"GA:2391","CPS - Cost of Living Index","ISL"
"JA:15743","SNA - National accounts","ISL"
"XA:6597","ILO - Social Security Inquiry Database","ISL"
"XA:1984","ILO - Modelled Estimates","ISL"
"XA:15772","ILO - Calculations based on information from ILO textual sources","ISL"
"XX:8264","OS - Estimations based on Administrative data","ISL"
"BA:706","LFS - Labour Force Survey","ISR"
"BB:711","HIES - Income Survey","ISR"
"BX:6648","HS - Social Survey","ISR"
"AA:708","PC - Population Census and Population Registers","ISR"
"DA:3474","ES - Wages and Employment by Sectors","ISR"
"DA:1282","ES - Survey on Sales, Employment and Wages in Industry and Craft Establishments","ISR"
"FA:714","ADM-IR - Records of the National Insurance Institute","ISR"
"FF:710","ADM-LIR - Administrative Records of the Ministry of Industry, Trade and Labor","ISR"
"FK:2499","ADM-EBR - Business Register","ISR"
"FX:3268","ADM - Labour legislation","ISR"
"FX:15649","ADM - Border Control File","ISR"
"EA:709","OE - Estimates of Work Relations unit at the Ministry of Industry, Trade and Labor","ISR"
"EA:8331","OE - Combination of different Sources","ISR"
"GA:712","CPS - Consumer Price Survey","ISR"
"JA:3393","SNA - National Accounts","ISR"
"XA:6494","ILO - Social Security Inquiry Database","ISR"
"XA:1862","ILO - Modelled Estimates","ISR"
"XA:15862","ILO - Calculations based on information from ILO textual sources","ISR"
"BE:5907","LFS-ADJ - EU Labour Force Survey adjusted series","ITA"
"BA:2238","LFS - EU Labour Force Survey","ITA"
"BA:325","LFS - Labour Force Survey","ITA"
"BB:3069","HIES - EU Statistics on Income and Living Conditions","ITA"
"BB:3059","HIES - Survey of Household Income and Wealth","ITA"
"BX:15663","HS - Statistical Multi-purpose Survey on Families","ITA"
"AA:1285","PC - Population Census","ITA"
"DA:1286","ES - Labour-related Establishment Survey","ITA"
"DA:12945","ES - Structure of Earnings Survey","ITA"
"FA:1287","ADM-IR - Insurance Records","ITA"
"FJ:15648","ADM-PR - Population Register","ITA"
"FX:821","ADM - Administrative Records","ITA"
"EB:1290","Other - Special data collection","ITA"
"GA:333","CPS - Consumer Price Survey","ITA"
"JA:634","SNA - National Accounts","ITA"
"XA:6601","ILO - Social Security Inquiry Database","ITA"
"XA:1988","ILO - Modelled Estimates","ITA"
"XA:15803","ILO - Calculations based on information from ILO textual sources","ITA"
"XX:8266","OS - Estimations based on Administrative data and type of contracts","ITA"
"BA:65","LFS - Labour Force Survey","JAM"
"BC:15676","CLS - National Child Labour Survey","JAM"
"BX:6374","HS - School to Work Transition Survey","JAM"
"AA:1291","PC - Population Census","JAM"
"DA:70","ES - Survey of Employment, Earnings and Hours Worked","JAM"
"FF:1292","ADM-LIR - Labour Inspectorate Records","JAM"
"FX:3260","ADM - Labour legislation","JAM"
"FX:1293","ADM - Other Administrative records and related sources","JAM"
"GA:2393","CPS - Consumer Price Survey","JAM"
"XA:6443","ILO - Social Security Inquiry Database","JAM"
"XA:1905","ILO - Modelled Estimates","JAM"
"XA:15866","ILO - Calculations based on information from ILO textual sources","JAM"
"BX:758","HS - Social Survey","JEY"
"AA:2508","PC - Jersey Census","JEY"
"CA:6362","EC - Manpower Survey","JEY"
"DA:2509","ES - Index of Average Earnings","JEY"
"DA:1295","ES - Labour-related Establishment Survey","JEY"
"FB:759","ADM-EOR - Registered Unemployment Records","JEY"
"EA:1296","OE - Official Estimates","JEY"
"GA:2281","CPS - Consumer Price Survey","JEY"
"BA:682","LFS - Employment and Unemployment Survey","JOR"
"BC:5870","CLS - National Child Labour Survey","JOR"
"BX:6375","HS - School to Work Transition Survey","JOR"
"AA:1298","PC - Population Census","JOR"
"DA:1299","ES - Employment Survey for Establishments","JOR"
"FA:1302","ADM-IR - Insurance Records","JOR"
"FX:3274","ADM - Labour legislation","JOR"
"FX:1303","ADM - Labour Relations Records","JOR"
"EA:1301","OE - Official Estimates","JOR"
"EB:12911","Other - Annual Report, Ministry of Labour","JOR"
"EB:12912","Other - Annual Report, Social Security Corporation","JOR"
"GA:2394","CPS - Consumer Price Survey","JOR"
"XA:6498","ILO - Social Security Inquiry Database","JOR"
"XA:1992","ILO - Modelled Estimates","JOR"
"XA:16134","ILO - Calculations based on information from ILO textual sources","JOR"
"BA:259","LFS - Labour Force Survey","JPN"
"AA:267","PC - Population Census","JPN"
"DA:261","ES - Basic Survey on Labour Unions","JPN"
"DA:260","ES - Wage Structure Survey","JPN"
"DA:1304","ES - Labour Survey, National and prefectural Surveys","JPN"
"DA:263","ES - Survey on Industrial Accidents","JPN"
"DA:262","ES - Survey on Labour Disputes","JPN"
"FF:264","ADM-LIR - Labour Standards Inspection Records","JPN"
"FX:13335","ADM - Administrative Records of ministry of justice","JPN"
"FX:3256","ADM - Labour legislation","JPN"
"FX:1305","ADM - Records of prices and wages in rural areas","JPN"
"FX:14093","ADM - Administrative Records of Ministry of Foreign Affairs","JPN"
"EA:15896","OE - Official Estimates","JPN"
"GA:2395","CPS - Consumer Price Survey","JPN"
"JA:3385","SNA - National Accounts","JPN"
"XA:6609","ILO - Social Security Inquiry Database","JPN"
"XA:1843","ILO - Modelled Estimates","JPN"
"XA:15882","ILO - Calculations based on information from ILO textual sources","JPN"
"XX:8267","OS - Estimations based on Administrative data on enterprise bargaining","JPN"
"BX:16215","HS - Survey on Time Use and Leisure Activities","JPN"
"BA:632","LFS - Sample Survey of Employment","KAZ"
"AA:7007","PC - Population Census","KAZ"
"DA:1306","ES - Labour Reports on the number of Workers and remuneration","KAZ"
"FB:1309","ADM-EOR - Registered Unemployment Records","KAZ"
"FF:1310","ADM-LIR - Labour Inspectorate Records","KAZ"
"FK:613","ADM-EBR - Businesses and Organizations register","KAZ"
"FX:12980","ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs","KAZ"
"FX:13377","ADM - Administrative Records on Registered Quotas for Foreign Labour of the Ministry of Labor and Social Protection of Population","KAZ"
"FX:3295","ADM - Labour legislation","KAZ"
"EA:1308","OE - Official Estimates","KAZ"
"GA:2402","CPS - Consumer Price Survey","KAZ"
"XA:6405","ILO - Social Security Inquiry Database","KAZ"
"XA:1996","ILO - Modelled Estimates","KAZ"
"XA:15869","ILO - Calculations based on information from ILO textual sources","KAZ"
"BA:7008","LFS - Labour Force Survey","KEN"
"BX:3465","HS - Continuous household survey","KEN"
"BB:7021","HIES - Household Budget Survey","KEN"
"AA:1311","PC - Population Census","KEN"
"CA:1312","EC - Annual Enumeration of Employees and Self-Employed Persons","KEN"
"DA:8332","ES - Labour-related Establishment Survey","KEN"
"FF:1313","ADM-LIR - Labour Inspectorate Records","KEN"
"FL:16080","ADM-WP - Administrative Records of the Directorate of Immigration Services, Work permits","KEN"
"FN:16081","ADM-BEE - Administrative Records of the Directorate of Immigration Services, Border entries and exits","KEN"
"FX:3253","ADM - Labour legislation","KEN"
"FX:1314","ADM - Other Administrative records and related sources","KEN"
"GA:8302","CPS - Consumer Price Survey","KEN"
"GA:2396","CPS - Consumer Price Survey, Lower Income Group","KEN"
"GA:8303","CPS - Consumer Price Survey, Middle Income Group","KEN"
"XA:6613","ILO - Social Security Inquiry Database","KEN"
"XA:1909","ILO - Modelled Estimates","KEN"
"XA:16164","ILO - Calculations based on information from ILO textual sources","KEN"
"XX:16051","OS - Estimations based on administrative data","KEN"
"BA:496","LFS - Employment and Unemployment Survey","KGZ"
"BB:12964","HIES - Integrated Household Survey","KGZ"
"BC:2215","CLS - Child Labour Survey","KGZ"
"BX:15696","HS - Multiple Indicator Cluster Survey, UNICEF","KGZ"
"BX:6376","HS - School to Work Transition Survey","KGZ"
"AA:1315","PC - Population Census","KGZ"
"DA:1316","ES - Survey of enterprises, institutions and organisations","KGZ"
"FB:1318","ADM-EOR - Employment Office Records","KGZ"
"FF:1319","ADM-LIR - Labour Inspectorate Records","KGZ"
"FX:3249","ADM - Labour legislation","KGZ"
"EA:8334","OE - Combination of different Sources","KGZ"
"EA:12967","OE - Report of an educational organization of secondary and higher vocational education education","KGZ"
"EA:12966","OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence","KGZ"
"EA:12969","OE - Report on labour migration","KGZ"
"EA:1317","OE - Official Estimates","KGZ"
"GA:2397","CPS - Consumer Price Survey","KGZ"
"XA:6502","ILO - Social Security Inquiry Database","KGZ"
"XA:2000","ILO - Modelled Estimates","KGZ"
"XA:15806","ILO - Calculations based on information from ILO textual sources","KGZ"
"BA:1321","LFS - Labour Force Survey","KHM"
"BB:3064","HIES - Household Socio-Economic Survey","KHM"
"BX:6370","HS - School to Work Transition Survey","KHM"
"BX:8364","HS - Inter-Censal Survey","KHM"
"AA:1320","PC - Population Census","KHM"
"CA:6654","EC - Economic Census","KHM"
"FF:1325","ADM-LIR - Labour Inspectorate Records","KHM"
"FX:3270","ADM - Labour legislation","KHM"
"FX:14128","ADM - Administrative Records, Department of Employment and Manpower, Ministry of Labour and Vocational Training","KHM"
"GA:2298","CPS - Consumer Price Survey","KHM"
"XA:6617","ILO - Social Security Inquiry Database","KHM"
"XA:1866","ILO - Modelled Estimates","KHM"
"XA:15873","ILO - Calculations based on information from ILO textual sources","KHM"
"XX:16047","OS - Estimations based on administrative data","KHM"
"BB:15723","HIES - Household Income and Expenditure Survey","KIR"
"BX:15697","HS - Multiple Indicator Cluster Survey, UNICEF","KIR"
"AA:1326","PC - Population Census","KIR"
"FX:16104","ADM - Legislation du Travail","KIR"
"GA:2398","CPS - Retail Price Index","KIR"
"XA:6447","ILO - Social Security Inquiry Database","KIR"
"XA:15775","ILO - Calculations based on information from ILO textual sources","KIR"
"AA:1328","PC - Population Census","KNA"
"FX:16088","ADM - Legislation du Travail","KNA"
"EA:1329","OE - Official Estimates","KNA"
"GA:2262","CPS - Consumer Price Survey","KNA"
"XA:6621","ILO - Social Security Inquiry Database","KNA"
"XA:15809","ILO - Calculations based on information from ILO textual sources","KNA"
"BA:222","LFS - Economically Active Population Survey","KOR"
"BA:12962","LFS - Survey on Immigrants' Living Conditions and Labour Force","KOR"
"BB:14110","HIES - Labour and Income Panel Survey","KOR"
"BX:15659","HS - Social Survey","KOR"
"AA:1330","PC - Population Census","KOR"
"DA:224","ES - Survey on labor conditions by employment type","KOR"
"FA:225","ADM-IR - Occupational Accidents and Injuries Records","KOR"
"FI:8268","ADM-RWO - Annual Survey of unions and union members","KOR"
"FX:12976","ADM - InterNational Migration Statistics, Statistics Korea","KOR"
"FX:227","ADM - Industrial Relations Support Division Records","KOR"
"FX:3248","ADM - Labour legislation","KOR"
"FX:1332","ADM - Labour Relations Records","KOR"
"FX:601","ADM - Working Conditions Records","KOR"
"FX:14124","ADM - Filled Job positions by public sector","KOR"
"EA:8333","OE - Official Estimates","KOR"
"GA:2399","CPS - Consumer Price Survey","KOR"
"XA:6506","ILO - Social Security Inquiry Database","KOR"
"XA:2004","ILO - Modelled Estimates","KOR"
"XA:16145","ILO - Calculations based on information from ILO textual sources","KOR"
"XX:8269","OS - Estimations based on Administrative data on enterprise bargaining","KOR"
"BA:700","LFS - Labour Force Survey","KOS"
"BB:16127","HIES - Living Standards Survey","KOS"
"FX:701","ADM - Payroll and Payment Records","KOS"
"GA:2290","CPS - Consumer Price Survey","KOS"
"BA:1334","LFS - Labour Force Sample Survey","KWT"
"AA:1333","PC - Population Census","KWT"
"DA:1335","ES - Annual Survey of Establishments","KWT"
"FJ:12916","ADM-PR - Statistics, Authority for Civil Information","KWT"
"FX:12914","ADM - Administrative Records from annual statistical abstract","KWT"
"FX:3246","ADM - Labour legislation","KWT"
"FX:1337","ADM - Other Administrative records and related sources","KWT"
"FX:12917","ADM - Migration Statistics, Central Statistics Bureau","KWT"
"EA:1336","OE - Official Estimates","KWT"
"GA:589","CPS - Consumer Price Survey","KWT"
"XA:6420","ILO - Social Security Inquiry Database","KWT"
"XA:1913","ILO - Modelled Estimates","KWT"
"XA:15776","ILO - Calculations based on information from ILO textual sources","KWT"
"BA:6651","LFS - Labour Force Survey","LAO"
"BB:7020","HIES - Household Income and Expenditure Survey","LAO"
"BX:15698","HS - Multiple Indicator Cluster Survey, UNICEF","LAO"
"AA:1338","PC - Population Census","LAO"
"CA:6655","EC - Economic Census","LAO"
"FX:3245","ADM - Labour legislation","LAO"
"FX:664","ADM - Trade Union Records","LAO"
"EB:6658","Other - Statistical Yearbook","LAO"
"GA:2305","CPS - Consumer Price Survey","LAO"
"XA:6629","ILO - Social Security Inquiry Database","LAO"
"XA:2008","ILO - Modelled Estimates","LAO"
"XA:16168","ILO - Calculations based on information from ILO textual sources","LAO"
"BA:14074","LFS - Labour Force Survey","LBN"
"BB:3080","HIES - Households Living Conditions Survey","LBN"
"FX:3243","ADM - Labour legislation","LBN"
"FX:12919","ADM - Ministry of Labour Statistics","LBN"
"FX:12922","ADM - Statistical Yearbook","LBN"
"EA:1342","OE - Official Estimates","LBN"
"GA:2295","CPS - Consumer Price Survey","LBN"
"XA:6510","ILO - Social Security Inquiry Database","LBN"
"XA:2009","ILO - Modelled Estimates","LBN"
"XA:16131","ILO - Calculations based on information from ILO textual sources","LBN"
"BA:16","LFS - Labour Force Survey","LBR"
"BB:7322","HIES - Household Income and Expenditure Survey","LBR"
"BX:6377","HS - School to Work Transition Survey","LBR"
"AA:1343","PC - Population Census","LBR"
"FX:16096","ADM - Legislation du Travail","LBR"
"EA:16087","OE - Population estimates","LBR"
"GA:2404","CPS - Consumer Price Survey","LBR"
"XA:6633","ILO - Social Security Inquiry Database","LBR"
"XA:1916","ILO - Modelled Estimates","LBR"
"XA:15811","ILO - Calculations based on information from ILO textual sources","LBR"
"BA:1347","LFS - Labour Force Survey","LBY"
"AA:1346","PC - Population Census","LBY"
"FX:3241","ADM - Labour legislation","LBY"
"FX:1350","ADM - Other Administrative records and related sources","LBY"
"GA:2269","CPS - Consumer Price Survey","LBY"
"XA:6421","ILO - Social Security Inquiry Database","LBY"
"XA:1869","ILO - Modelled Estimates","LBY"
"XA:15752","ILO - Calculations based on information from ILO textual sources","LBY"
"BA:1352","LFS - Labour Force Survey","LCA"
"BX:7060","HS - Household or Labour Force Survey","LCA"
"AA:1351","PC - Population Census","LCA"
"DA:1353","ES - Labour-related Establishment Survey","LCA"
"GA:2403","CPS - Consumer Price Survey","LCA"
"XA:6513","ILO - Social Security Inquiry Database","LCA"
"XA:2015","ILO - Modelled Estimates","LCA"
"XA:15813","ILO - Calculations based on information from ILO textual sources","LCA"
"XX:16057","OS - Estimations based on administrative data","LCA"
"AA:1354","PC - Population Census","LIE"
"FB:5927","ADM-EOR - Records of the Unemployment Insurance Office","LIE"
"FJ:335","ADM-PR - Population Register","LIE"
"FX:1356","ADM - Other Administrative records and related sources","LIE"
"EA:1355","OE - Official Estimates","LIE"
"EB:1357","Other - Other Official Sources","LIE"
"XA:6452","ILO - Social Security Inquiry Database","LIE"
"BA:1359","LFS - Labour Force Survey","LKA"
"BC:13059","CLS - Child Activity Survey","LKA"
"AA:1358","PC - Population Census","LKA"
"DA:1360","ES - Survey on Hours Actually Worked & Average Earnings","LKA"
"DA:15960","ES - Annual Survey of Industries","LKA"
"FF:197","ADM-LIR - Labour Inspectorate Records","LKA"
"FX:12974","ADM - Administrative Records of Bureau of Forein Employment, Foreign Employment Registration","LKA"
